Name,Country,Genre,Status
Abiotic,United States,Technical/Progressive Deathcore,Split-up
Abiotix,Brazil,Heavy Metal/Punk,Active
Abiotx,United States,Thrash Metal/Crossover,Active
Abiozis,Hungary,Depressive Black Metal,Active
Abisma,Brazil,Atmospheric/Depressive Black Metal,Active
Abismal,Argentina,Heavy Metal,Split-up
Abismales,Venezuela,Thrash Metal,Active
Abismika,Brazil,Raw Black Metal,Active
Abismo,Brazil,Black Metal,Active
Abismo,Chile,Sludge/Doom Metal,Split-up
Abismo 666,Brazil,Black Metal,Active
Abismo de Lúcifer,Brazil,Black Metal,Active
Abismo Eterno,Ecuador,Melodic Black Metal,Split-up
Abismo Negro,Brazil,Heavy Metal,Split-up
Abismo Nuclear,Puerto Rico,Thrash Metal/Crossover,Active
Abismos,Argentina,Thrash Metal,Unknown
Abissal,Brazil,Black Metal,Split-up
Abisso,Italy,Black Metal,Active
Abitabyss,Canada,Death Metal/Grindcore,Active
Abitbollus,France,Avant-garde Black Metal,Active
Abiura,Italy,Death Metal,Split-up
Abizar,Russia,Black Metal/Dark Medieval Ambient,Split-up
Abjathar,Belgium,Doom/Death Metal,Split-up
Abject 666,France,Black Metal,Split-up
Abject Offering,United States,Blackened Death Metal,Active
Abject Sorrow,United States,Black Metal,Active
Abjekt,France,Death Metal,Changed name
Abjured,Germany,Grindcore/Death Metal,Active
Abjury,Canada,Death Metal,Split-up
Abjvration,France,Death/Doom Metal,Active
ABK,Slovenia,Groove/Progressive Metal,Active
Abkanis,Chile,Crossover/Death/Thrash Metal,Active
Ablach,United Kingdom,Death Metal/Grindcore/Crust,Split-up
Ablasa,Malaysia,Black Metal,Active
Ablation,Canada,Death Metal,Split-up
Ablaze,Canada,Power/Thrash Metal,Split-up
Ablaze,Germany,Melodic Thrash Metal/Metalcore,Active
Ablaze,Sweden,Heavy/Thrash Metal,Active
Ablaze,Brazil,Melodic Death Metal,Split-up
Ablaze,Japan,Melodic Death Metal,Unknown
Ablaze,France,Heavy Metal,Split-up
Ablaze in Hatred,Finland,Melodic Death/Doom Metal,Active
Ablaze My Sorrow,Sweden,Melodic Death Metal,Active
Ablazen,Switzerland,Thrash Metal,Unknown
Ablazer,Finland,Melodic Death Metal,Split-up
Ablepsia,Colombia,Death Metal,Active
Ablepsia,Bulgaria,Symphonic/Melodic Black Metal,Split-up
Ablepsy,Spain,Heavy/Thrash Metal,Split-up
Abnabak,Morocco,Black Metal,Active
Abnader,Italy,Black/Death Metal,Split-up
Abnegate,Italy,Groove Metal,Split-up
Abnegated,Israel,Melodic Death Metal,Split-up
Abnegation,Germany,Melodic Death Metal,Changed name
Abnegation,United States,"Metalcore (early), Brutal Death Metal (later)",Split-up
Abnegatum Christus,Brazil,Black Metal,Active
Abnoba,Malta,Black Metal,Split-up
Abnorm,France,Death Metal,Split-up
Abnorm,France,Black/Death Metal,Split-up
Abnorma,Italy,Death Metal,Unknown
Abnormal,Norway,Death Metal,Split-up
Abnormal,Russia,Brutal Death Metal,Unknown
Abnormal,United States,Power/Thrash Metal,Split-up
Abnormal,Germany,Black Metal,Active
Abnormal Flesh Growth,Greece,Death Metal/Grindcore,Split-up
Abnormal Inhumane,Greece,Brutal Death Metal,Active
Abnormal Risk,Indonesia,Black/Thrash Metal,Active
Abnormal Sickness,Poland,Death Metal/Grindcore,Active
Abnormal Thaughtz,United States,Power/Thrash Metal with Groove Metal influences,Split-up
Abnormal Thought Patterns,United States,Technical/Progressive Metal/Shred,Active
Abnormality,France,Death/Thrash Metal,Split-up
Abnormality,United States,Technical/Brutal Death Metal,Active
Abnormity,Italy,Death Metal,Split-up
Abnormity,Sweden,Death Metal,Split-up
Abnormity,Russia,Brutal Death Metal/Deathcore,Active
Abnormity,Spain,Death/Doom Metal,Split-up
Abnormity,Germany,Thrash Metal,Split-up
Abnormyndeffect,Moldova,Death Metal/Grindcore,Active
Abnutivum,United States,Black/Death Metal,Split-up
Abode,Norway,Melodic Groove Metal,Active
Abodean Skye,United Kingdom,Progressive/Power Metal,Active
The Abodox,United States,Technical Death Metal/Grindcore,Active
Abokajarro,Spain,Thrash Metal,Changed name
Abola,Australia,Brutal Death Metal,Active
Aboleo,United States,Black Metal/Noise,Active
Aboleth,United States,Stoner Metal/Rock,Active
Abolición,Venezuela,Thrash Metal,Split-up
Abolish,Brazil,Black Metal,Split-up
Abolish,United States,Thrash Metal,Split-up
Abolisher,United States,Death Metal,Active
Abolishment,United States,Brutal Death Metal,Changed name
Abolishment,Canada,Death/Thrash Metal,Split-up
Abolishment of Flesh,United States,Melodic Death Metal,Active
Abolishment of Hate,Canada,Death Metal,Active
Abolitio Nominis,Venezuela,Black Metal,Active
Abolition,International,Black Metal,Split-up
Abolition,Germany,Death Metal,Split-up
Abolition,Germany,Death Metal/Metalcore,Active
Abolition A.D.,Singapore,Sludge/Doom Metal/Crust/Hardcore Punk,Active
Abolition of Impediment,Argentina,Brutal Technical Death Metal,Active
Abomation,Sweden,Thrash Metal,Split-up
Abominable Carnivore,Bangladesh,Black/Death Metal,Active
Abominable Humanidad,Argentina,Blackened Death Metal,Active
The Abominable Iron Sloth,United States,Sludge/Doom Metal,Unknown
Abominable Putridity,Russia,Brutal Death Metal,Active
Abominablood,Argentina,Black/Death Metal,Active
Abominación,Argentina,Black Metal,Active
Abominador,Brazil,Thrash/Black Metal,Active
Abominal Mortus,Mexico,Death Metal,Active
Abominant,United States,"Death Metal, Melodic Death Metal",Active
Abominat,Norway,Death Metal,On hold
Abominate,Sweden,Black/Death Metal,Changed name
Abominate,Mexico,Brutal Death Metal,Active
Abominatio,Chile,Death Metal,Active
Abomination,Finland,Death Metal,Changed name
Abomination,United States,Death/Thrash Metal,Split-up
Abomination,United States,Thrash Metal,Changed name
Abomination,Panama,Death Metal,Split-up
Abomination,Poland,Grindcore,Changed name
Abomination,Brazil,Thrash Metal,Split-up
Abomination,United States,Black Metal,Split-up
Abomination,United States,Death/Thrash Metal,Split-up
Abomination,United States,Thrash Metal/Crossover/Thrashcore,Split-up
Abomination,United States,Black/Doom Metal/Hardcore,Split-up
Abomination Federation,United Kingdom,Heavy/Stoner Metal,Active
Abomination Wide,Brazil,Thrash/Death Metal,Active
Abominations,Germany,Death Metal,Active
Abominator,United States,Death Metal,Split-up
Abominator,Australia,Black/Death Metal,Active
Abominatrix,United States,Groove Metal,Split-up
Abominattion,Brazil,Death Metal,Split-up
Abominatus,Brazil,Black Metal,Active
Abomínio,Brazil,Death Metal,Active
Abomino Aetas,Norway,"Black Metal (early), Funeral Doom/Black Metal (later)",Unknown
Abominog,United States,Death Metal,Split-up
Abominoq,Malaysia,Thrash Metal,Unknown
Abominor,Brazil,Black Metal,Split-up
Abominor,Mexico,Death Metal,Unknown
Abominor,Iceland,Black Metal,Active
Abominus,United States,Death Metal,Split-up
Abomnium,Netherlands,Black/Death/Thrash Metal,Active
Abömydögs,Brazil,Heavy Metal,Active
Abonation,Indonesia,Death Metal,Active
Abonos,Serbia,Gothic/Symphonic/Thrash Metal,Active
Aborda,Turkey,Melodic Death Metal,Split-up
Aborigenes,El Salvador,Groove/Thrash Metal,Split-up
Aborior,Brazil,Black Metal,Active
Aboriorth,Spain,Black Metal,Split-up
Aboriscor,France,Melodic Death Metal/Metalcore,Unknown
Aborning,United States,Brutal Death Metal,Active
Aboroth,France,Brutal Death Metal,Active
Abort Mastication,Japan,Death Metal/Grindcore,Active
Abort to Be Born,Slovakia,Death Metal,Active
Abortarium,Russia,Death Metal/Grindcore,Split-up
Aborted,Belgium,Death Metal,Active
Aborted Brains,Germany,Thrash Metal,Split-up
Aborted Christ Childe,United States,Black Metal,Active
Aborted Christians,New Zealand,Grindcore/Black/Death Metal,Split-up
Aborted Deity,United States,Blackened Death/Thrash Metal/Grindcore,Split-up
Aborted Existence,United States,Death Metal,Active
Aborted Fetus,Russia,Brutal Death Metal,Active
Abörted Hitler Cöck,United Kingdom,Goregrind,Unknown
Aborted Jesus,United States,Death/Thrash Metal,Split-up
Aborted Remains,United Kingdom,Brutal Death Metal,On hold
Aborticide,United States,Black Metal,Active
Aborticide,Chile,Death/Thrash Metal,Split-up
Aborticide,Poland,Death Metal,Split-up
Aborticide,Brazil,Brutal Death Metal,Split-up
Abortification,Finland,Death Metal,Split-up
Abortion,Slovakia,Death Metal/Crust/Grindcore,Active
Abortion Autopsy,United States,Brutal Death Metal/Goregrind,Unknown
Abortion Clinic,United States,Thrash Metal/Crossover,Unknown
Abortion Holocaust,Philippines,Death Metal,Active
Abortium,Australia,Black/Death/Thrash Metal,Split-up
Abortive Abortion,Germany,Death/Thrash Metal,Split-up
Abortos de Satán,Spain,Thrash/Death Metal,Active
Abortus,Australia,Death Metal,Changed name
Abortus,United States,Death Metal,Split-up
Aborym,Italy,Industrial Black Metal,Active
Abosranie Bogom,Israel,Goregrind,On hold
Abounding,United States,Progressive Black/Death Metal,Active
About: Blank,Belgium,Thrash/Groove Metal,Split-up
About:Blank,Canada,Technical Death Metal,Active
Aboutturnn,Brazil,Heavy Metal,Active
Above,United States,Black Metal/Punk,Active
Above Aurora,Poland,Black/Doom Metal,Active
Above Christ,Brazil,Black/Doom Metal,Split-up
Above Our Distance,Germany,Metalcore/Progressive Death Metal,Split-up
Above the Altar,United States,Melodic Death/Thrash Metal,Active
Above the Mist,Sweden,Thrash/Speed Metal,Active
Above the Rim,Italy,Melodic Death Metal,Split-up
Above the Storm,United States,Melodic Death Metal,Active
Above This Burning Sky,United States,Progressive Death Metal/Metalcore,Active
Abraas,Germany,Black Metal,Split-up
Abracadabra,Paraguay,Symphonic Metal,Active
Abracadabra,Italy,Black Metal,Changed name
Abracadabra,Russia,Folk Metal,Active
Abracadathrash,Switzerland,Thrash Metal,Split-up
Abracadavre,Belgium,Doom/Sludge Metal,Active
Abrage,Israel,Groove/Thrash Metal,Split-up
Abraham,Switzerland,Atmospheric Sludge/Post-Metal,Active
Abraham,Indonesia,Blackened Sludge Metal/Crust,Active
Abraham's Meat Plow,United States,Groove Metal,Unknown
Abrahel,Spain,Black Metal,Active
Abrahma,France,Psychedelic Doom/Stoner Metal/Rock,Active
Abraksas,Croatia,Black Metal,Split-up
Abramakabra,Italy,Drone/Doom/Sludge Metal,Active
Abramelin,Australia,Death Metal,Active
Abramelin,Germany,Black Metal,Split-up
Abramis Brama,Sweden,Stoner Metal/Rock,Active
Abrania,Sweden,Melodic Death Metal,On hold
Abrasantia,Argentina,Symphonic Metal,Active
Abrasax,Belgium,Black Metal,Split-up
Abrasion,Australia,Death Metal,Split-up
Abrasion,United States,Thrash/Death Metal,Split-up
Abrasion,Brazil,Melodic Heavy Metal/Hard Rock,Active
Abrasis,France,Death/Thrash Metal,Split-up
Abrasive,Germany,Brutal Death Metal,Active
Abraxas,Mexico,Heavy Metal,Split-up
Abraxas,United States,Death/Thrash Metal,Split-up
Abraxas,France,Black Metal,Split-up
Abraxas,United Kingdom,Thrash Metal,Split-up
Abraxas,United States,Black Metal,Unknown
Abraxas,Spain,Heavy Metal,Split-up
Abraxas,United States,Death Metal,Split-up
Abraxas,Japan,Death Metal/Grindcore,Split-up
Abraxas,Germany,Power Metal,Split-up
Abraxis,Australia,Melodic Death Metal/Metalcore,Active
Abraxxas,Australia,Thrash Metal,Active
Abrazura,Bulgaria,Thrash/Death Metal,Split-up
Abreacción,Argentina,Black/Doom Metal,Active
Abreast,Germany,Death/Thrash Metal/Hardcore,Split-up
Abrego,Argentina,Progressive Death Metal,Split-up
Abrekadaver,Chile,Brutal Death Metal,Active
Abril,Mexico,"Melodic Hard Rock (early), Heavy/Power Metal/Progressive Rock (later)",Active
Abrin,Russia,Thrash/Heavy/Speed Metal,Active
Abriosis,Canada,Technical Death Metal,Active
Abrogar,Mexico,Brutal Death Metal,Active
Abrogate,Indonesia,Brutal Death Metal,Unknown
Abrogation,Germany,Melodic Death Metal,Active
Abrupt,France,Grindcore/Brutal Death Metal,Active
Abrupt Demise,Netherlands,Death Metal,Active
Abruption,United Kingdom,Black Metal,Active
Abruptum,Sweden,"Death Metal (early), Black Metal/Noise/Power Electronics (later)",Active
Abryllian,Argentina,Progressive/Power Metal,Active
Abs Conditus,Poland,Black Metal,Split-up
Abscendent,Italy,Thrash/Death Metal,Active
Abscess,United States,Symphonic Black Metal,Active
Abscess,Brazil,Death Metal,Split-up
Abscess,Germany,Thrash Metal,Split-up
Abscess,United States,Death Metal/Punk,Split-up
Abscess,Netherlands,Death Metal,Split-up
Abscess Plague,Sweden,Death Metal,Split-up
Abscessed,Germany,Black Metal,Split-up
Abscession,Sweden,Death Metal,Active
Abscesy,Czech Republic,Death Metal/Grindcore,Split-up
Abscheu,Germany,Black Metal,Active
Abscission,United States,Death Metal,Active
Abscission,Denmark,Blackened Death Metal,Active
Abscond,Australia,"Experimental Doom Metal (early), Black Metal/Ambient (later)",Unknown
Absconder,United States,Death Metal,Active
Absconditus,France,Black Metal,Active
Absemia,Argentina,Death Metal,Split-up
Absence,Finland,Thrash Metal/Hardcore,On hold
Absence,Germany,Thrash Metal,Split-up
Absence,Germany,Melodic Death Metal,Active
Absence,Brazil,Death Metal,Unknown
The Absence,United States,Melodic Death Metal,Active
Absence,Finland,Melodic Death Metal,Active
Absence Falling,Italy,Heavy Metal with Progressive Elements,Unknown
Absence of Dawn,Greece,Atmospheric Doom/Death Metal,Split-up
Absence of Despair,United States,Metalcore,Active
The Absence of Embrace,United States,Thrash/Death Metal,Split-up
Absence of Fear,Canada,Metalcore/Thrash/Death Metal,Split-up
Absence of Fear,United States,Thrash Metal,Split-up
Absence of God,United States,Brutal Death Metal,Active
Absence of God,United States,Sludge/Doom Metal,On hold
Absence of Light,Kenya,Blackened Death Metal,Active
Absence of Mind,Germany,Melodic Death Metal/Metalcore,Active
Absence of Salvation,United States,Thrash Metal,Active
Absence of the Sacred,International,Thrash/Death Metal,Active
Absence of the Sun,United States,Melodic Death Metal/Metalcore,Active
Absens,Brazil,Progressive Metal,Active
Absens,Greece,Black Metal,Active
Absent,Poland,Death Metal,Active
Absent Existence,United States,Thrash Metal,Split-up
Absent Heat,Brazil,Experimental/Depressive Black Metal,Active
The Absent Light,United States,Extreme Progressive Metal,Active
Absent Look,Italy,Doom/Dark Metal,Split-up
Absent Mind,Netherlands,Black/Death Metal,Split-up
Absent Silence,Finland,Melodic Black/Doom Metal,Split-up
Absent Society,United States,Groove Metal/Metalcore,Active
Absent/Minded,Germany,Doom/Sludge Metal,Active
Absenta,Spain,Black Metal,Active
Absenta,Spain,Melodic Heavy Metal,Active
Absentation,Syria,Death Metal,Active
Absenth,Russia,"Melodic Death/Doom Metal (early), Industrial/Gothic Metal (mid), Melodic Metalcore (later)",Active
Absentia,Sweden,Melodic Death/Doom Metal,Split-up
Absentia,Spain,Symphonic Black/Death/Gothic Metal,Active
Absentia,Spain,Progressive Heavy Metal,Active
Absentia,Germany,Melodic Death Metal,Split-up
Absentia,Italy,Brutal Death Metal with Grindcore influences,Split-up
Absentia Lunae,Italy,Black Metal,Active
Abserdo,United States,Thrash Metal/Crossover,Split-up
Absession,Mexico,Death Metal,Changed name
Abside,Italy,Progressive Heavy/Gothic Metal,Split-up
Abside,Uruguay,Technical Death Metal,Split-up
Absidia,Germany,Death Metal/Hardcore,Split-up
Absidia,Russia,Symphonic Black Metal,Split-up
Absinity,Austria,Progressive Death/Thrash Metal,Split-up
Absintdebellum,United States,Black/Death Metal,Active
Absinth,Sweden,Death Metal,Split-up
Absinth,Italy,Heavy Metal,Split-up
Absinthe,France,Progressive Death Metal,Active
Absinthe,France,Thrash/Death Metal,Split-up
Absinthebolik,France,Technical Death Metal,Active
Absinthium,Italy,Heavy/Thrash Metal,Unknown
Absinthium,Germany,Death Metal,Split-up
Absinthius,Australia,Death Metal,Active
Absinthropy,United Kingdom,Black Metal/Depressive Rock,Active
Abske Fides,Brazil,Black/Funeral Doom Metal,Active
Absolem,Brazil,Thrash/Death Metal,Active
Absolom,United States,Death/Thrash Metal,Active
Absolom,Germany,Thrash/Doom Metal,Unknown
Absolom,Spain,Heavy/Power Metal,Active
Absolon,United States,Power/Heavy Metal,Active
Absolon,Netherlands,Thrash Metal,Changed name
Absolu,France,Black Metal,Active
Absolut Deafers,Czech Republic,Heavy Metal,Active
Absolute,Japan,Heavy Metal/Hard Rock,Active
Absolute,Belgium,Death/Thrash Metal,Active
Absolute,Italy,Black Metal,Active
Absolute,Bulgaria,Thrash Metal,Active
Absolute Cruelty,Chile,Death/Thrash Metal,Active
Absolute Darkness,United States,Death/Thrash Metal,Active
Absolute Defiance,Indonesia,Brutal Death Metal,Split-up
Absolute Destruction,United States,Death/Thrash Metal,Changed name
Absolute Disgrace,Brazil,Technical Death Metal/Grindcore,Split-up
Absolute Disorder,France,Thrash/Death Metal,Split-up
Absolute Fucking Chaos,Finland,Death/Black/Thrash Metal,Split-up
Absolute Grief,Canada,Melodic Death/Black Metal,Split-up
Absolute Madness,United States,Thrash Metal/Crossover,Split-up
Absolute Misery,Canada,Drone/Doom Metal/Ambient,Active
Absolute of Malignity,Japan,Black Metal,Changed name
Absolute Power,United Kingdom,Heavy Metal,Active
Absolute Priority,Italy,Progressive Metal,Active
Absolute Steel,Norway,Heavy Metal,Split-up
Absolute Terror Field,Italy,Melodic Death Metal/Metalcore,Split-up
Absolute Vengeance,United States,Thrash/Death Metal,Active
Absolute Zero,United States,Death Metal,Split-up
Absolute Zero,United Kingdom,Melodic Heavy/Groove Metal,Active
Absolute Zero,United States,Power/Thrash Metal,Split-up
Absolute Zero,Canada,Thrash Metal,Split-up
Absolution,United States,Thrash Metal,Split-up
Absolution,Australia,Deathcore,Active
Absolution,United Kingdom,Death Metal,Active
Absolution Denied,Colombia,Melodic Death Metal,Active
The Absolution Sequence,Australia,Groove/Death Metal,Active
Absoluto Poder,Brazil,Death/Thrash Metal,Active
Absolutus,Belgium,Black Metal,Active
Absolutus Amorphos,Russia,Progressive Death Metal,Active
Absolva,United Kingdom,Heavy Metal,Active
Absolve,Canada,Thrash/Death Metal,Split-up
Absolvtion,France,Black/Death Metal,Active
Absonant Cadence,Canada,Death Metal,Split-up
Absonus Noctis,United States,Black Metal,Split-up
Absorb,Germany,Death Metal,Active
Absorb,Canada,Death/Doom Metal,Active
Absorbcia,Ukraine,Death Metal,Split-up
Absorbed,Netherlands,Death Metal,Split-up
Absorbed,Germany,Death Metal,Split-up
Absorbed,United States,Death/Thrash Metal,Active
Absorbed,Switzerland,Death/Thrash Metal,Active
Absorbed,Spain,Technical Death Metal,Split-up
Absorbed by the Fog,Spain,Atmospheric Doom/Black Metal,On hold
Absorbed in Thought,Germany,Progressive/Thrash Metal,Split-up
Absorbing Silence,Poland,Death Metal,Active
Absorbing the Pain,Sweden,Southern Metal,Active
Absorde,United States,Death Metal,Split-up
Absorption,Sweden,Death Metal,Split-up
Abstavzürulezt,Mexico,Black Metal,Changed name
Abstinenz,Germany,Black/Death Metal,On hold
Abstinenz,Germany,Black Metal,Split-up
Abstract,Brazil,Technical Thrash Metal,Active
The Abstract,Mexico,Progressive Brutal Death Metal,Active
Abstract,Slovakia,Atmospheric/Experimental Progressive Metal,Active
Abstract,Italy,Electronic Progressive Death/Thrash Metal,Split-up
Abstract,United States,Thrash Metal,Split-up
Abstract,Brazil,Heavy/Thrash Metal,Split-up
Abstract Agony,France,Melodic Doom/Death Metal,Active
Abstract Butchery,Hungary,Death Metal,Split-up
Abstract Cell Theory,France,Progressive Metal,Active
Abstract Dementia,France,Death Metal,Split-up
Abstract Essence,Czech Republic,Black/Doom/Progressive Metal,Unknown
Abstract Minds,United States,Industrial Metal,Split-up
Abstract Putrefaction,United States,Brutal Death Metal,Active
Abstract Rapture,Luxembourg,Thrash/Death Metal,Active
Abstract Satan,Russia,Black Metal,Unknown
Abstract Shadows,Brazil,Progressive Heavy Metal,Active
Abstract Spirit,Russia,Funeral Doom Metal,Active
Abstract Survival,New Zealand,Death/Thrash Metal,Active
Abstract Symphony,Chile,Power Metal,Active
Abstract the Light,Australia,Black Metal,Active
Abstract Violence,Greece,Thrash Metal/Crossover,Split-up
Abstracta,Italy,Progressive Metal,Split-up
Abstracted,Brazil,Technical Thrash/Progressive Death Metal,Active
Abstracter,United States,Blackened Crust/Sludge/Doom Metal,Active
Abstraction,Bulgaria,Progressive Power Metal,Active
Abstraction,United States,Progressive Death Metal,Active
Abstraction,Sweden,Epic Doom Metal,Changed name
Abstraction,United States,Black Metal,Split-up
Abstracto,Mexico,Progressive Metalcore,Active
Abstrakt,Belgium,Progressive Metal,Split-up
Abstrakt,Finland,Symphonic Black/Death Metal,Active
Abstrakt Algebra,Sweden,Technical Power/Doom Metal,Split-up
Abstral,United States,Depressive Black Metal,Active
Abstraqt,United States,Progressive Metal,Split-up
Abstruktor,United States,Thrash Metal,Active
Abstrus,Germany,Black/Death Metal,Split-up
Abstrusa Unde,France,Progressive/Symphonic Black Metal,Active
Abstruse,New Zealand,Technical Death Metal,Active
Abstruse,Greece,Experimental Black/Thrash Metal,Active
Abstruse,Germany,Black/Death Metal,Unknown
Abstruse Custody,Canada,Melodic Black/Thrash Metal,Active
Absu,Italy,Black Metal,Changed name
Absu,United States,"Death Metal (early), Black/Thrash Metal (later)",Active
Absum,United States,Funeral Doom Metal,Active
Absum,Italy,Funeral Doom/Black Metal/Drone,Active
Absumer,Chile,Thrash/Speed Metal,Active
Absun,Italy,Melodic Death Metal,Unknown
Absurd,Russia,Melodic Death Metal,Split-up
Absurd,France,Progressive Metal,Changed name
Absurd,Germany,Black Metal with RAC/Heavy Metal influences,Active
Absurd,France,Thrash Metal/Hardcore,Split-up
Absurd,Switzerland,Technical Thrash Metal,Split-up
Absurd,Poland,Melodic Pagan Black Metal,Split-up
Absurd,Belgium,Thrash Metal,Split-up
Absurd,Sweden,Death Metal,Split-up
Absurd Conception,Italy,Death Metal,Split-up
Absurd Conflict,Czech Republic,Technical Death/Thrash Metal,On hold
Absurd Existence,Germany,Doom/Death Metal,Changed name
Absurd Mangler,Germany,Black/Death Metal,Unknown
Absurd Universe,Netherlands,Death Metal,Split-up
Absurd Waltz,Russia,Death/Thrash Metal,Changed name
Absurdeity,Sweden,Death/Thrash Metal,On hold
Absurdist,United States,Brutal/Technical Death Metal,Active
Absurdity,France,"Thrash/Death Metal/Hardcore (early), Deathcore (later)",Active
Absurdium,Brazil,Death Metal,Active
Absurdo Culto,Sweden,Death/Thrash Metal,Active
Absurdoom,Serbia,Depressive Black Metal,Active
Absurdum,Sweden,Melodic Death Metal,Split-up
Absurdus,Finland,Melodic Death Metal,Split-up
Absurd²,Norway,Thrash Metal,Split-up
Absurter Cryst,Germany,Death Metal/Grindcore,Split-up
Absvrdist,United States,Blackened Grindcore,Active
Absyde,Brazil,Black Metal,Active
Absynt,Poland,Death Metal,Split-up
Absynth,France,Black Metal,Split-up
Absynth,United Kingdom,Progressive/Groove Metal,On hold
Absynth Aura,Italy,Gothic Metal/Rock,Active
Absynthe,France,Heavy Metal,Split-up
Absynthium,Belgium,Death Metal,Split-up
Absyntho,Brazil,Progressive Metal,Active
Abszess,Germany,Death Metal,Split-up
Abu,United States,Black Metal,Unknown
Abu Simbel,Spain,Heavy Metal,Unknown
Abuhlzgal,United States,Raw Black Metal,Active
Abuse,United States,Sludge/Death Metal,Split-up
Abuse,Canada,Brutal Death Metal/Grindcore,Active
Abuse,Japan,Heavy Metal,Split-up
Abuse,United States,Heavy Metal/Hard Rock,Active
Abuse Ritual,Australia,Death Metal,Split-up
Abused,Sweden,Thrash Metal with Death Metal/Death 'n' Roll influences,Split-up
Abused Majesty,Poland,Symphonic Black Metal,Active
Abuser,Italy,Thrash Metal,Active
Abusiveness,Poland,Black Metal,Active
Abuso,Argentina,Death Metal,Active
Abuso Verbal,Brazil,Thrash Metal/Grindcore,Active
Abüsor,Canada,Thrash Metal,Split-up
Abusus,Germany,Black Metal,Active
Abutor Ensis,Russia,Symphonic Black Metal,Split-up
Abutre,Brazil,Heavy Metal,Split-up
Abuzorg,Canada,Black Metal,Split-up
Abvulabashy,Singapore,Black Metal,Active
Abwehr,Belarus,Black Metal,Active
Abwehrschlacht,United Kingdom,Black Metal,Active
Abwhore,United States,Blackened Gothic Metal,Split-up
Abxenta,Spain,Heavy Metal,Active
Abxtract,Mexico,Power/Thrash Metal,Changed name
Aby-Kem,Spain,Thrash/Death Metal,Active
Abydos,Germany,Progressive Metal/Rock,Split-up
Abydos,Germany,Thrash Metal,Active
Abÿfs,Spain,Experimental Death Metal/Grindcore,Active
Abygor,Brazil,Black Metal,Split-up
Abyme,France,Black Metal,On hold
Abysal,Poland,Death Metal,Active
Abysm,Canada,Death/Thrash Metal,Split-up
Abysm,International,Death Metal,Active
Abysma,Ukraine,Black/Drone Doom Metal,Split-up
Abysmal,Norway,Black/Doom Metal,Split-up
Abysmal,Finland,Black Metal,Active
Abysmal,United States,Death/Thrash Metal,Active
Abysmal,Germany,Melodic Death/Thrash Metal,Active
Abysmal,Italy,Black Metal,Active
Abysmal,Germany,Death/Thrash Metal,Active
Abysmal Chaos,United States,Depressive/Post-Black Metal,Active
Abysmal Command,Mexico,Black/Death Metal,Active
Abysmal Darkening,Netherlands,Doom Metal,Active
Abysmal Dawn,United States,Death Metal,Active
Abysmal Depths,Mexico,Depressive Black Metal,Active
Abysmal Desolation,United States,Black Metal,Split-up
Abysmal Dimensions,United States,Funeral Doom Metal,Active
Abysmal Emptiness,Mexico,Brutal Death Metal,Split-up
Abysmal Fall,United States,Black/Death Metal,Active
Abysmal Fate,Switzerland,Black Metal,Split-up
Abysmal Forest,Brazil,Black Metal,Active
Abysmal Forest,Brazil,Black Metal,Active
Abysmal Gates,United States,Black Metal,Active
Abysmal God,United States,Progressive Black/Death Metal,Active
Abysmal Grief,Italy,Doom Metal,Active
Abysmal Growls of Despair,France,Funeral Doom Metal,Active
Abysmal Hate,Mexico,Melodic Black Metal,Active
Abysmal Hatred,Germany,Death Metal,Split-up
Abysmal Lord,United States,Black/Death Metal,Active
Abysmal of Seth,Mexico,Black Metal,Active
Abysmal Path,Paraguay,Black/Death Metal,Active
Abysmal Scorn,Ukraine,Black Metal,On hold
Abysmal Silence,Sweden,Black Metal,Split-up
Abysmal Torment,Malta,Brutal Death Metal,Active
Abysmal Trench,Turkey,Death/Black Metal,Split-up
Abysmalia,Finland,Progressive Thrash Metal,Active
Abysme,United States,Death Metal,Active
The Abyss,Sweden,Black Metal,Split-up
Abyss,Netherlands,Heavy Metal,Split-up
Abyss,Canada,Death Metal/Crust,Active
Abyss,Russia,Death/Doom/Gothic Metal,Split-up
Abyss,France,Heavy Metal,Split-up
Abyss,"Korea, South","Thrash Metal (early), Groove Metal (later)",Active
Abyss,United States,Thrash/Death Metal,Active
Abyss,Russia,Thrash Metal,Split-up
The Abyss,Poland,Death Metal/Hardcore,Split-up
Abyss,Switzerland,Doom/Heavy Metal,Split-up
Abyss,France,Progressive Death Metal/Metalcore,Changed name
Abyss,Spain,Progressive/Power Metal,Unknown
Abyss,France,Death/Thrash Metal,Split-up
Abyss,Chile,Thrash Metal,Active
Abyss,Poland,Melodic Death Metal,Split-up
Abyss,Czech Republic,Thrash/Death/Viking Metal,Active
Abyss,Japan,Death Metal,Split-up
Abyss,France,Black Metal/Crust/Punk,Active
Abyss,Italy,Industrial Black Metal,Active
Abyss Angel,Russia,Death/Doom Metal,Split-up
Abyss Angel,Argentina,Black/Thrash Metal,Active
Abyss Angel,Mexico,Raw Black/Death Metal with Industrial and Noise influences,On hold
Abyss Cerebrum,France,Black Metal,Active
The Abyss Gods,Italy,Heavy/Thrash Metal,Active
Abyss Inferno,Japan,Death Metal,Active
Abyss Lord,Germany,Death Metal,Changed name
Abyss of Darkness,Brazil,Death Metal,Split-up
